变量,滞后步数,滞后秒数,相关系数,绝对相关系数
11#风箱负压,78,156,-0.010421294456388858,0.010421294456388858
11#风箱负压,79,158,0.010341227997953015,0.010341227997953015
11#风箱负压,80,160,0.01449643107462947,0.01449643107462947
12#风箱负压,0,0,-0.21769235067297635,0.21769235067297635
12#风箱负压,1,2,-0.22549913890004822,0.22549913890004822
12#风箱负压,2,4,-0.21485277312735057,0.21485277312735057
12#风箱负压,3,6,-0.19224937967252678,0.19224937967252678
12#风箱负压,4,8,-0.16160540232457127,0.16160540232457127
12#风箱负压,5,10,-0.12379012338151608,0.12379012338151608
12#风箱负压,6,12,-0.08124358970570815,0.08124358970570815
12#风箱负压,7,14,-0.04284028872652004,0.04284028872652004
12#风箱负压,8,16,-0.00898905379414111,0.00898905379414111
12#风箱负压,9,18,0.015905143384760737,0.015905143384760737
12#风箱负压,10,20,0.03031706335702797,0.03031706335702797
12#风箱负压,11,22,0.03677571436204476,0.03677571436204476
12#风箱负压,12,24,0.04017791685056867,0.04017791685056867
12#风箱负压,13,26,0.04306790663878762,0.04306790663878762
12#风箱负压,14,28,0.047810930941330924,0.047810930941330924
12#风箱负压,15,30,0.055329826085245754,0.055329826085245754
12#风箱负压,16,32,0.06084855390510219,0.06084855390510219
12#风箱负压,17,34,0.06745592389504473,0.06745592389504473
12#风箱负压,18,36,0.08137791676374996,0.08137791676374996
12#风箱负压,19,38,0.10032111899157142,0.10032111899157142
12#风箱负压,20,40,0.12119191505854918,0.12119191505854918
12#风箱负压,21,42,0.1413446672305037,0.1413446672305037
12#风箱负压,22,44,0.15361063344116374,0.15361063344116374
12#风箱负压,23,46,0.16161587527166973,0.16161587527166973
12#风箱负压,24,48,0.1572374143298946,0.1572374143298946
12#风箱负压,25,50,0.14928756985239916,0.14928756985239916
12#风箱负压,26,52,0.13463586370588168,0.13463586370588168
12#风箱负压,27,54,0.11166594516906064,0.11166594516906064
12#风箱负压,28,56,0.09392979597463944,0.09392979597463944
12#风箱负压,29,58,0.07338248641215785,0.07338248641215785
12#风箱负压,30,60,0.04928817409738048,0.04928817409738048
12#风箱负压,31,62,0.027249177030571798,0.027249177030571798
12#风箱负压,32,64,0.012888393323296398,0.012888393323296398
12#风箱负压,33,66,0.00104414466055469,0.00104414466055469
12#风箱负压,34,68,0.0023689481470311594,0.0023689481470311594
12#风箱负压,35,70,0.006032464940175988,0.006032464940175988
12#风箱负压,36,72,0.005379813167401307,0.005379813167401307
12#风箱负压,37,74,0.00811703146333228,0.00811703146333228
12#风箱负压,38,76,0.015421649504689956,0.015421649504689956
12#风箱负压,39,78,0.022672637942815665,0.022672637942815665
12#风箱负压,40,80,0.028997366631943626,0.028997366631943626
12#风箱负压,41,82,0.04049037669670724,0.04049037669670724
12#风箱负压,42,84,0.04482796013631806,0.04482796013631806
12#风箱负压,43,86,0.04408570626906,0.04408570626906
12#风箱负压,44,88,0.04220360775652333,0.04220360775652333
12#风箱负压,45,90,0.04249262317871566,0.04249262317871566
12#风箱负压,46,92,0.04528587086988825,0.04528587086988825
12#风箱负压,47,94,0.048295934001509215,0.048295934001509215
12#风箱负压,48,96,0.06198341339043475,0.06198341339043475
12#风箱负压,49,98,0.07281661407010742,0.07281661407010742
12#风箱负压,50,100,0.08378218764438806,0.08378218764438806
12#风箱负压,51,102,0.08918729650296053,0.08918729650296053
12#风箱负压,52,104,0.08733745890310253,0.08733745890310253
12#风箱负压,53,106,0.08141097716045398,0.08141097716045398
12#风箱负压,54,108,0.07184001001789761,0.07184001001789761
12#风箱负压,55,110,0.060076600049754444,0.060076600049754444
12#风箱负压,56,112,0.04769709976888962,0.04769709976888962
12#风箱负压,57,114,0.03568199724392779,0.03568199724392779
12#风箱负压,58,116,0.02472727880387136,0.02472727880387136
12#风箱负压,59,118,0.018825487664271768,0.018825487664271768
12#风箱负压,60,120,0.014259104850445658,0.014259104850445658
12#风箱负压,61,122,0.008678371859867228,0.008678371859867228
12#风箱负压,62,124,0.006635266715405892,0.006635266715405892
12#风箱负压,63,126,0.0043981851799046925,0.0043981851799046925
12#风箱负压,64,128,0.0040786319123992795,0.0040786319123992795
12#风箱负压,65,130,0.006316847798826426,0.006316847798826426
12#风箱负压,66,132,0.010814504282446265,0.010814504282446265
12#风箱负压,67,134,0.014597172422948588,0.014597172422948588
12#风箱负压,68,136,0.014443090623415328,0.014443090623415328
12#风箱负压,69,138,0.017047969579324904,0.017047969579324904
12#风箱负压,70,140,0.01767937194954957,0.01767937194954957
12#风箱负压,71,142,0.018020535144501904,0.018020535144501904
12#风箱负压,72,144,0.016428425895817896,0.016428425895817896
12#风箱负压,73,146,0.01062463215629041,0.01062463215629041
12#风箱负压,74,148,-0.012341837886927824,0.012341837886927824
12#风箱负压,75,150,-0.015313960765768578,0.015313960765768578
12#风箱负压,76,152,-0.017982317975211024,0.017982317975211024
12#风箱负压,77,154,-0.023083483876101114,0.023083483876101114
12#风箱负压,78,156,-0.016275551951197054,0.016275551951197054
12#风箱负压,79,158,0.0075355697035094605,0.0075355697035094605
12#风箱负压,80,160,0.01326649363473992,0.01326649363473992
13#风箱负压,0,0,-0.21769235067297635,0.21769235067297635
13#风箱负压,1,2,-0.22549913890004822,0.22549913890004822
13#风箱负压,2,4,-0.21485277312735057,0.21485277312735057
13#风箱负压,3,6,-0.19224937967252678,0.19224937967252678
13#风箱负压,4,8,-0.16160540232457127,0.16160540232457127
13#风箱负压,5,10,-0.12379012338151608,0.12379012338151608
13#风箱负压,6,12,-0.08124358970570815,0.08124358970570815
13#风箱负压,7,14,-0.04284028872652004,0.04284028872652004
13#风箱负压,8,16,-0.00898905379414111,0.00898905379414111
13#风箱负压,9,18,0.015905143384760737,0.015905143384760737
13#风箱负压,10,20,0.03031706335702797,0.03031706335702797
13#风箱负压,11,22,0.03677571436204476,0.03677571436204476
13#风箱负压,12,24,0.04017791685056867,0.04017791685056867
13#风箱负压,13,26,0.04306790663878762,0.04306790663878762
13#风箱负压,14,28,0.047810930941330924,0.047810930941330924
13#风箱负压,15,30,0.055329826085245754,0.055329826085245754
13#风箱负压,16,32,0.06084855390510219,0.06084855390510219
13#风箱负压,17,34,0.06745592389504473,0.06745592389504473
13#风箱负压,18,36,0.08137791676374996,0.08137791676374996
13#风箱负压,19,38,0.10032111899157142,0.10032111899157142
13#风箱负压,20,40,0.12119191505854918,0.12119191505854918
13#风箱负压,21,42,0.1413446672305037,0.1413446672305037
13#风箱负压,22,44,0.15361063344116374,0.15361063344116374
13#风箱负压,23,46,0.16161587527166973,0.16161587527166973
13#风箱负压,24,48,0.1572374143298946,0.1572374143298946
13#风箱负压,25,50,0.14928756985239916,0.14928756985239916
13#风箱负压,26,52,0.13463586370588168,0.13463586370588168
13#风箱负压,27,54,0.11166594516906064,0.11166594516906064
13#风箱负压,28,56,0.09392979597463944,0.09392979597463944
13#风箱负压,29,58,0.07338248641215785,0.07338248641215785
13#风箱负压,30,60,0.04928817409738048,0.04928817409738048
13#风箱负压,31,62,0.027249177030571798,0.027249177030571798
13#风箱负压,32,64,0.012888393323296398,0.012888393323296398
13#风箱负压,33,66,0.00104414466055469,0.00104414466055469
13#风箱负压,34,68,0.0023689481470311594,0.0023689481470311594
13#风箱负压,35,70,0.006032464940175988,0.006032464940175988
13#风箱负压,36,72,0.005379813167401307,0.005379813167401307
13#风箱负压,37,74,0.00811703146333228,0.00811703146333228
13#风箱负压,38,76,0.015421649504689956,0.015421649504689956
13#风箱负压,39,78,0.022672637942815665,0.022672637942815665
13#风箱负压,40,80,0.028997366631943626,0.028997366631943626
13#风箱负压,41,82,0.04049037669670724,0.04049037669670724
13#风箱负压,42,84,0.04482796013631806,0.04482796013631806
13#风箱负压,43,86,0.04408570626906,0.04408570626906
13#风箱负压,44,88,0.04220360775652333,0.04220360775652333
13#风箱负压,45,90,0.04249262317871566,0.04249262317871566
13#风箱负压,46,92,0.04528587086988825,0.04528587086988825
13#风箱负压,47,94,0.048295934001509215,0.048295934001509215
13#风箱负压,48,96,0.06198341339043475,0.06198341339043475
13#风箱负压,49,98,0.07281661407010742,0.07281661407010742
13#风箱负压,50,100,0.08378218764438806,0.08378218764438806
13#风箱负压,51,102,0.08918729650296053,0.08918729650296053
13#风箱负压,52,104,0.08733745890310253,0.08733745890310253
13#风箱负压,53,106,0.08141097716045398,0.08141097716045398
13#风箱负压,54,108,0.07184001001789761,0.07184001001789761
13#风箱负压,55,110,0.060076600049754444,0.060076600049754444
13#风箱负压,56,112,0.04769709976888962,0.04769709976888962
13#风箱负压,57,114,0.03568199724392779,0.03568199724392779
13#风箱负压,58,116,0.02472727880387136,0.02472727880387136
13#风箱负压,59,118,0.018825487664271768,0.018825487664271768
13#风箱负压,60,120,0.014259104850445658,0.014259104850445658
13#风箱负压,61,122,0.008678371859867228,0.008678371859867228
13#风箱负压,62,124,0.006635266715405892,0.006635266715405892
13#风箱负压,63,126,0.0043981851799046925,0.0043981851799046925
13#风箱负压,64,128,0.0040786319123992795,0.0040786319123992795
13#风箱负压,65,130,0.006316847798826426,0.006316847798826426
13#风箱负压,66,132,0.010814504282446265,0.010814504282446265
13#风箱负压,67,134,0.014597172422948588,0.014597172422948588
13#风箱负压,68,136,0.014443090623415328,0.014443090623415328
13#风箱负压,69,138,0.017047969579324904,0.017047969579324904
13#风箱负压,70,140,0.01767937194954957,0.01767937194954957
13#风箱负压,71,142,0.018020535144501904,0.018020535144501904
13#风箱负压,72,144,0.016428425895817896,0.016428425895817896
13#风箱负压,73,146,0.01062463215629041,0.01062463215629041
13#风箱负压,74,148,-0.012341837886927824,0.012341837886927824
13#风箱负压,75,150,-0.015313960765768578,0.015313960765768578
13#风箱负压,76,152,-0.017982317975211024,0.017982317975211024
13#风箱负压,77,154,-0.023083483876101114,0.023083483876101114
13#风箱负压,78,156,-0.016275551951197054,0.016275551951197054
13#风箱负压,79,158,0.0075355697035094605,0.0075355697035094605
13#风箱负压,80,160,0.01326649363473992,0.01326649363473992
14#风箱负压,0,0,-0.18315708086056898,0.18315708086056898
14#风箱负压,1,2,-0.19252971600324542,0.19252971600324542
14#风箱负压,2,4,-0.19163622201908534,0.19163622201908534
14#风箱负压,3,6,-0.1639950308224799,0.1639950308224799
14#风箱负压,4,8,-0.14259267274534987,0.14259267274534987
14#风箱负压,5,10,-0.11996709744786196,0.11996709744786196
14#风箱负压,6,12,-0.09636407511627788,0.09636407511627788
14#风箱负压,7,14,-0.07285793585095858,0.07285793585095858
14#风箱负压,8,16,-0.046194074196235585,0.046194074196235585
14#风箱负压,9,18,-0.021088652777637138,0.021088652777637138
14#风箱负压,10,20,-0.005174389421830142,0.005174389421830142
14#风箱负压,11,22,0.009457947110272317,0.009457947110272317
14#风箱负压,12,24,0.026789381342138603,0.026789381342138603
14#风箱负压,13,26,0.040483145822162205,0.040483145822162205
14#风箱负压,14,28,0.05139146634654298,0.05139146634654298
14#风箱负压,15,30,0.05876314945030302,0.05876314945030302
14#风箱负压,16,32,0.06553525991833598,0.06553525991833598
14#风箱负压,17,34,0.07286136398800049,0.07286136398800049
14#风箱负压,18,36,0.07904657365978625,0.07904657365978625
14#风箱负压,19,38,0.08421307748551096,0.08421307748551096
14#风箱负压,20,40,0.08886135367707461,0.08886135367707461
14#风箱负压,21,42,0.09113526817511441,0.09113526817511441
14#风箱负压,22,44,0.09112487379985858,0.09112487379985858
14#风箱负压,23,46,0.09397446850509591,0.09397446850509591
14#风箱负压,24,48,0.08954957596402718,0.08954957596402718
14#风箱负压,25,50,0.09224078245627175,0.09224078245627175
14#风箱负压,26,52,0.09291821587027611,0.09291821587027611
14#风箱负压,27,54,0.08757099872620629,0.08757099872620629
14#风箱负压,28,56,0.08127069695571176,0.08127069695571176
14#风箱负压,29,58,0.07267998069169075,0.07267998069169075
14#风箱负压,30,60,0.06687257451007882,0.06687257451007882
14#风箱负压,31,62,0.050430027333456785,0.050430027333456785
14#风箱负压,32,64,0.041081067904223605,0.041081067904223605
14#风箱负压,33,66,0.03429722096726378,0.03429722096726378
14#风箱负压,34,68,0.033259382791763714,0.033259382791763714
14#风箱负压,35,70,0.032389864184814085,0.032389864184814085
14#风箱负压,36,72,0.028722616262319537,0.028722616262319537
14#风箱负压,37,74,0.026032208071147634,0.026032208071147634
14#风箱负压,38,76,0.026293223585508837,0.026293223585508837
14#风箱负压,39,78,0.029902718355257898,0.029902718355257898
14#风箱负压,40,80,0.03563711106966729,0.03563711106966729
14#风箱负压,41,82,0.04227585490553619,0.04227585490553619
14#风箱负压,42,84,0.04666531300077405,0.04666531300077405
14#风箱负压,43,86,0.040735547205308115,0.040735547205308115
14#风箱负压,44,88,0.04498101636236367,0.04498101636236367
14#风箱负压,45,90,0.043796764940822734,0.043796764940822734
14#风箱负压,46,92,0.04081422522037056,0.04081422522037056
14#风箱负压,47,94,0.03871636087919857,0.03871636087919857
14#风箱负压,48,96,0.04350991020412281,0.04350991020412281
14#风箱负压,49,98,0.04825172783993199,0.04825172783993199
14#风箱负压,50,100,0.05495867168937598,0.05495867168937598
14#风箱负压,51,102,0.06049935080305956,0.06049935080305956
14#风箱负压,52,104,0.06288689735528327,0.06288689735528327
14#风箱负压,53,106,0.0640666460851661,0.0640666460851661
14#风箱负压,54,108,0.062046073296661494,0.062046073296661494
14#风箱负压,55,110,0.0582938309952857,0.0582938309952857
14#风箱负压,56,112,0.05293964173353407,0.05293964173353407
14#风箱负压,57,114,0.04579856709900252,0.04579856709900252
14#风箱负压,58,116,0.03819661580050152,0.03819661580050152
14#风箱负压,59,118,0.0309882648206437,0.0309882648206437
14#风箱负压,60,120,0.024970283820992523,0.024970283820992523
14#风箱负压,61,122,0.018439143271403474,0.018439143271403474
14#风箱负压,62,124,0.013495015465839325,0.013495015465839325
14#风箱负压,63,126,0.008980768122853661,0.008980768122853661
14#风箱负压,64,128,0.002141515067320518,0.002141515067320518
14#风箱负压,65,130,-0.010097780662543842,0.010097780662543842
14#风箱负压,66,132,-0.01417971520275296,0.01417971520275296
14#风箱负压,67,134,-0.01720967047296116,0.01720967047296116
14#风箱负压,68,136,-0.013445569275880975,0.013445569275880975
14#风箱负压,69,138,-0.011385896459706581,0.011385896459706581
14#风箱负压,70,140,-0.010338919410875084,0.010338919410875084
14#风箱负压,71,142,-0.010665663185084075,0.010665663185084075
14#风箱负压,72,144,-0.007735932850470119,0.007735932850470119
14#风箱负压,73,146,0.0013654049238182515,0.0013654049238182515
14#风箱负压,74,148,-0.00943100177125159,0.00943100177125159
14#风箱负压,75,150,-0.008148279420860488,0.008148279420860488
14#风箱负压,76,152,-0.00563558628763687,0.00563558628763687
14#风箱负压,77,154,-0.009487788750768783,0.009487788750768783
14#风箱负压,78,156,-0.00915355184082442,0.00915355184082442
14#风箱负压,79,158,-0.005779370951170424,0.005779370951170424
14#风箱负压,80,160,-0.004118330131737839,0.004118330131737839
15#风箱负压,0,0,-0.18315708086056898,0.18315708086056898
15#风箱负压,1,2,-0.19252971600324542,0.19252971600324542
15#风箱负压,2,4,-0.19163622201908534,0.19163622201908534
15#风箱负压,3,6,-0.1639950308224799,0.1639950308224799
15#风箱负压,4,8,-0.14259267274534987,0.14259267274534987
15#风箱负压,5,10,-0.11996709744786196,0.11996709744786196
15#风箱负压,6,12,-0.09636407511627788,0.09636407511627788
15#风箱负压,7,14,-0.07285793585095858,0.07285793585095858
15#风箱负压,8,16,-0.046194074196235585,0.046194074196235585
15#风箱负压,9,18,-0.021088652777637138,0.021088652777637138
15#风箱负压,10,20,-0.005174389421830142,0.005174389421830142
15#风箱负压,11,22,0.009457947110272317,0.009457947110272317
15#风箱负压,12,24,0.026789381342138603,0.026789381342138603
15#风箱负压,13,26,0.040483145822162205,0.040483145822162205
15#风箱负压,14,28,0.05139146634654298,0.05139146634654298
15#风箱负压,15,30,0.05876314945030302,0.05876314945030302
15#风箱负压,16,32,0.06553525991833598,0.06553525991833598
15#风箱负压,17,34,0.07286136398800049,0.07286136398800049
15#风箱负压,18,36,0.07904657365978625,0.07904657365978625
15#风箱负压,19,38,0.08421307748551096,0.08421307748551096
15#风箱负压,20,40,0.08886135367707461,0.08886135367707461
15#风箱负压,21,42,0.09113526817511441,0.09113526817511441
15#风箱负压,22,44,0.09112487379985858,0.09112487379985858
15#风箱负压,23,46,0.09397446850509591,0.09397446850509591
15#风箱负压,24,48,0.08954957596402718,0.08954957596402718
15#风箱负压,25,50,0.09224078245627175,0.09224078245627175
15#风箱负压,26,52,0.09291821587027611,0.09291821587027611
15#风箱负压,27,54,0.08757099872620629,0.08757099872620629
15#风箱负压,28,56,0.08127069695571176,0.08127069695571176
15#风箱负压,29,58,0.07267998069169075,0.07267998069169075
15#风箱负压,30,60,0.06687257451007882,0.06687257451007882
15#风箱负压,31,62,0.050430027333456785,0.050430027333456785
15#风箱负压,32,64,0.041081067904223605,0.041081067904223605
15#风箱负压,33,66,0.03429722096726378,0.03429722096726378
15#风箱负压,34,68,0.033259382791763714,0.033259382791763714
15#风箱负压,35,70,0.032389864184814085,0.032389864184814085
15#风箱负压,36,72,0.028722616262319537,0.028722616262319537
15#风箱负压,37,74,0.026032208071147634,0.026032208071147634
15#风箱负压,38,76,0.026293223585508837,0.026293223585508837
15#风箱负压,39,78,0.029902718355257898,0.029902718355257898
15#风箱负压,40,80,0.03563711106966729,0.03563711106966729
15#风箱负压,41,82,0.04227585490553619,0.04227585490553619
15#风箱负压,42,84,0.04666531300077405,0.04666531300077405
15#风箱负压,43,86,0.040735547205308115,0.040735547205308115
15#风箱负压,44,88,0.04498101636236367,0.04498101636236367
15#风箱负压,45,90,0.043796764940822734,0.043796764940822734
15#风箱负压,46,92,0.04081422522037056,0.04081422522037056
15#风箱负压,47,94,0.03871636087919857,0.03871636087919857
15#风箱负压,48,96,0.04350991020412281,0.04350991020412281
15#风箱负压,49,98,0.04825172783993199,0.04825172783993199
15#风箱负压,50,100,0.05495867168937598,0.05495867168937598
15#风箱负压,51,102,0.06049935080305956,0.06049935080305956
15#风箱负压,52,104,0.06288689735528327,0.06288689735528327
15#风箱负压,53,106,0.0640666460851661,0.0640666460851661
15#风箱负压,54,108,0.062046073296661494,0.062046073296661494
15#风箱负压,55,110,0.0582938309952857,0.0582938309952857
15#风箱负压,56,112,0.05293964173353407,0.05293964173353407
15#风箱负压,57,114,0.04579856709900252,0.04579856709900252
15#风箱负压,58,116,0.03819661580050152,0.03819661580050152
15#风箱负压,59,118,0.0309882648206437,0.0309882648206437
15#风箱负压,60,120,0.024970283820992523,0.024970283820992523
15#风箱负压,61,122,0.018439143271403474,0.018439143271403474
15#风箱负压,62,124,0.013495015465839325,0.013495015465839325
15#风箱负压,63,126,0.008980768122853661,0.008980768122853661
15#风箱负压,64,128,0.002141515067320518,0.002141515067320518
15#风箱负压,65,130,-0.010097780662543842,0.010097780662543842
15#风箱负压,66,132,-0.01417971520275296,0.01417971520275296
15#风箱负压,67,134,-0.01720967047296116,0.01720967047296116
15#风箱负压,68,136,-0.013445569275880975,0.013445569275880975
15#风箱负压,69,138,-0.011385896459706581,0.011385896459706581
15#风箱负压,70,140,-0.010338919410875084,0.010338919410875084
15#风箱负压,71,142,-0.010665663185084075,0.010665663185084075
15#风箱负压,72,144,-0.007735932850470119,0.007735932850470119
15#风箱负压,73,146,0.0013654049238182515,0.0013654049238182515
15#风箱负压,74,148,-0.00943100177125159,0.00943100177125159
15#风箱负压,75,150,-0.008148279420860488,0.008148279420860488
15#风箱负压,76,152,-0.00563558628763687,0.00563558628763687
15#风箱负压,77,154,-0.009487788750768783,0.009487788750768783
15#风箱负压,78,156,-0.00915355184082442,0.00915355184082442
15#风箱负压,79,158,-0.005779370951170424,0.005779370951170424
15#风箱负压,80,160,-0.004118330131737839,0.004118330131737839
16#风箱负压,0,0,-0.09428364939064703,0.09428364939064703
16#风箱负压,1,2,-0.09139731710806195,0.09139731710806195
16#风箱负压,2,4,-0.07362271659430757,0.07362271659430757
16#风箱负压,3,6,-0.039463559146904914,0.039463559146904914
16#风箱负压,4,8,-0.02596844627977747,0.02596844627977747
16#风箱负压,5,10,-0.00787056298196603,0.00787056298196603
16#风箱负压,6,12,0.01277625488463417,0.01277625488463417
16#风箱负压,7,14,0.028192516481268137,0.028192516481268137
16#风箱负压,8,16,0.04089586163499015,0.04089586163499015
16#风箱负压,9,18,0.04841556788200707,0.04841556788200707
16#风箱负压,10,20,0.04756395368380026,0.04756395368380026
16#风箱负压,11,22,0.05309283386434113,0.05309283386434113
16#风箱负压,12,24,0.05722543250993684,0.05722543250993684
16#风箱负压,13,26,0.06305934475050042,0.06305934475050042
16#风箱负压,14,28,0.07169201519476813,0.07169201519476813
16#风箱负压,15,30,0.0751934199425151,0.0751934199425151
16#风箱负压,16,32,0.07472535766160944,0.07472535766160944
16#风箱负压,17,34,0.07105525577209344,0.07105525577209344
16#风箱负压,18,36,0.071147108094371,0.071147108094371
16#风箱负压,19,38,0.0744742185348645,0.0744742185348645
16#风箱负压,20,40,0.08180832948685056,0.08180832948685056
16#风箱负压,21,42,0.08872958776246599,0.08872958776246599
16#风箱负压,22,44,0.0985426442749189,0.0985426442749189
16#风箱负压,23,46,0.10604678258994389,0.10604678258994389
16#风箱负压,24,48,0.10674447700160944,0.10674447700160944
16#风箱负压,25,50,0.10637062003850149,0.10637062003850149
16#风箱负压,26,52,0.10774771225490297,0.10774771225490297
16#风箱负压,27,54,0.09721139153457475,0.09721139153457475
16#风箱负压,28,56,0.08848040175846164,0.08848040175846164
16#风箱负压,29,58,0.07727735047748834,0.07727735047748834
16#风箱负压,30,60,0.06729522331950677,0.06729522331950677
16#风箱负压,31,62,0.05347043698271249,0.05347043698271249
16#风箱负压,32,64,0.05019463629285657,0.05019463629285657
16#风箱负压,33,66,0.04771882801743019,0.04771882801743019
16#风箱负压,34,68,0.048855232592063855,0.048855232592063855
16#风箱负压,35,70,0.04939724440514227,0.04939724440514227
16#风箱负压,36,72,0.05437953534454417,0.05437953534454417
16#风箱负压,37,74,0.05696153716138272,0.05696153716138272
16#风箱负压,38,76,0.061013144678730986,0.061013144678730986
16#风箱负压,39,78,0.07369143021043148,0.07369143021043148
16#风箱负压,40,80,0.08337550704166352,0.08337550704166352
16#风箱负压,41,82,0.09732711934786384,0.09732711934786384
16#风箱负压,42,84,0.10145147317709609,0.10145147317709609
16#风箱负压,43,86,0.10063847224009402,0.10063847224009402
16#风箱负压,44,88,0.10757765354727285,0.10757765354727285
16#风箱负压,45,90,0.10391301700587563,0.10391301700587563
16#风箱负压,46,92,0.09568698697919026,0.09568698697919026
16#风箱负压,47,94,0.08839397918340809,0.08839397918340809
16#风箱负压,48,96,0.08910812381365939,0.08910812381365939
16#风箱负压,49,98,0.08791811548969743,0.08791811548969743
16#风箱负压,50,100,0.08820329310999048,0.08820329310999048
16#风箱负压,51,102,0.09395589217420262,0.09395589217420262
16#风箱负压,52,104,0.09841953345624029,0.09841953345624029
16#风箱负压,53,106,0.09899076792389466,0.09899076792389466
16#风箱负压,54,108,0.10423987446736067,0.10423987446736067
16#风箱负压,55,110,0.10376467220910338,0.10376467220910338
16#风箱负压,56,112,0.10345913590888896,0.10345913590888896
16#风箱负压,57,114,0.10647209302661259,0.10647209302661259
16#风箱负压,58,116,0.1095033997016824,0.1095033997016824
16#风箱负压,59,118,0.1077214221490877,0.1077214221490877
16#风箱负压,60,120,0.1023209432293201,0.1023209432293201
16#风箱负压,61,122,0.09713678661163677,0.09713678661163677
16#风箱负压,62,124,0.08992396688844226,0.08992396688844226
16#风箱负压,63,126,0.07971381013297796,0.07971381013297796
16#风箱负压,64,128,0.07107221888088326,0.07107221888088326
16#风箱负压,65,130,0.06525054909283827,0.06525054909283827
16#风箱负压,66,132,0.059414606398117874,0.059414606398117874
16#风箱负压,67,134,0.05684551783456023,0.05684551783456023
16#风箱负压,68,136,0.06441551223031211,0.06441551223031211
16#风箱负压,69,138,0.06907138627439637,0.06907138627439637
16#风箱负压,70,140,0.07217097369077112,0.07217097369077112
16#风箱负压,71,142,0.06828027108967716,0.06828027108967716
16#风箱负压,72,144,0.07203622597109517,0.07203622597109517
16#风箱负压,73,146,0.08042626939463515,0.08042626939463515
16#风箱负压,74,148,0.07327382989264991,0.07327382989264991
16#风箱负压,75,150,0.07021467204502937,0.07021467204502937
16#风箱负压,76,152,0.07439376659149094,0.07439376659149094
16#风箱负压,77,154,0.06722724190347354,0.06722724190347354
16#风箱负压,78,156,0.06728508150707699,0.06728508150707699
16#风箱负压,79,158,0.06790148170336933,0.06790148170336933
16#风箱负压,80,160,0.07370174170964057,0.07370174170964057
17#风箱负压,0,0,-0.07404896955605265,0.07404896955605265
17#风箱负压,1,2,-0.0695270418172982,0.0695270418172982
17#风箱负压,2,4,-0.05245227328766417,0.05245227328766417
17#风箱负压,3,6,-0.017737839960743105,0.017737839960743105
17#风箱负压,4,8,-0.00574844812529461,0.00574844812529461
17#风箱负压,5,10,0.009980329319015532,0.009980329319015532
17#风箱负压,6,12,0.028482740983605082,0.028482740983605082
17#风箱负压,7,14,0.04055008482601274,0.04055008482601274
17#风箱负压,8,16,0.049298413540735345,0.049298413540735345
17#风箱负压,9,18,0.05384700456991937,0.05384700456991937
17#风箱负压,10,20,0.05206609652374273,0.05206609652374273
17#风箱负压,11,22,0.05632064855492373,0.05632064855492373
17#风箱负压,12,24,0.05902935071281244,0.05902935071281244
17#风箱负压,13,26,0.06343570561728398,0.06343570561728398
17#风箱负压,14,28,0.06979455428800797,0.06979455428800797
17#风箱负压,15,30,0.07402301486886868,0.07402301486886868
17#风箱负压,16,32,0.07398695674184524,0.07398695674184524
17#风箱负压,17,34,0.06696751016044661,0.06696751016044661
17#风箱负压,18,36,0.06452013713930178,0.06452013713930178
17#风箱负压,19,38,0.06636850923925093,0.06636850923925093
17#风箱负压,20,40,0.07399313975679687,0.07399313975679687
17#风箱负压,21,42,0.08120534586369628,0.08120534586369628
17#风箱负压,22,44,0.09311592457133776,0.09311592457133776
17#风箱负压,23,46,0.10062435862535896,0.10062435862535896
17#风箱负压,24,48,0.10173423878307702,0.10173423878307702
17#风箱负压,25,50,0.098156158740931,0.098156158740931
17#风箱负压,26,52,0.09934574714007996,0.09934574714007996
17#风箱负压,27,54,0.08964218535536814,0.08964218535536814
17#风箱负压,28,56,0.08110089783757177,0.08110089783757177
17#风箱负压,29,58,0.07294849345992202,0.07294849345992202
17#风箱负压,30,60,0.06592821210169364,0.06592821210169364
17#风箱负压,31,62,0.05411241918685517,0.05411241918685517
17#风箱负压,32,64,0.05425892008329076,0.05425892008329076
17#风箱负压,33,66,0.05525740441172859,0.05525740441172859
17#风箱负压,34,68,0.058057680422012106,0.058057680422012106
17#风箱负压,35,70,0.05994198634120191,0.05994198634120191
17#风箱负压,36,72,0.06608780525547457,0.06608780525547457
17#风箱负压,37,74,0.06779225346244834,0.06779225346244834
17#风箱负压,38,76,0.07112395084801272,0.07112395084801272
17#风箱负压,39,78,0.08349842820312614,0.08349842820312614
17#风箱负压,40,80,0.09265235447929152,0.09265235447929152
17#风箱负压,41,82,0.10443867141082235,0.10443867141082235
17#风箱负压,42,84,0.10492455268188318,0.10492455268188318
17#风箱负压,43,86,0.10341584304613163,0.10341584304613163
17#风箱负压,44,88,0.1080110517881137,0.1080110517881137
17#风箱负压,45,90,0.10223280341711957,0.10223280341711957
17#风箱负压,46,92,0.09476705539817089,0.09476705539817089
17#风箱负压,47,94,0.08821452437003757,0.08821452437003757
17#风箱负压,48,96,0.09036967622886179,0.09036967622886179
17#风箱负压,49,98,0.0902754158092367,0.0902754158092367
17#风箱负压,50,100,0.08987017302648635,0.08987017302648635
17#风箱负压,51,102,0.0960168023967825,0.0960168023967825
17#风箱负压,52,104,0.10223814726195825,0.10223814726195825
17#风箱负压,53,106,0.10353957205465701,0.10353957205465701
